age,gender,capital_gain,capital_loss,hours_per_week,workclass_fedGov,workclass_otherGov,workclass_private,workclass_selfEmployed,workclass_unEmployed,education_associates,education_bachelors,education_dropout,education_hs_grad,education_masters_doctorate,education_prof_school,marital_status_married,marital_status_single,occupation_blueCollar,occupation_other,occupation_professional,occupation_sales,occupation_whiteCollar,income,truth
30,1,0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
39,1,0,0,60,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
34,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
30,1,7688,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
53,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
33,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
46,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
29,1,0,0,45,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
39,1,15024,0,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
46,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
32,1,0,0,42,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
30,1,0,0,60,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
19,1,0,0,32,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
38,1,0,0,30,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
61,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
50,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
22,1,0,1719,30,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
20,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
32,0,0,0,40,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
20,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
70,1,0,0,20,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
57,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
54,1,5178,0,50,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
58,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
42,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
49,1,0,0,60,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
52,1,0,0,20,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
24,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
52,1,15024,0,40,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
55,1,0,0,50,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
55,0,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
25,1,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
49,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23,0,0,0,35,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
33,1,0,0,38,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
41,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
31,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
48,1,0,1902,40,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
21,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
45,0,0,0,35,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
50,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
33,1,0,0,42,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
21,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
31,0,0,0,35,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
49,0,0,0,16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
55,0,0,0,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
53,1,14344,0,55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
55,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
36,1,13550,0,40,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
56,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
19,1,0,0,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
18,0,0,0,25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
38,0,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34,1,0,0,52,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
38,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
32,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
40,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
47,1,0,0,30,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
26,1,4416,0,28,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,1,0,0,45,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
19,1,0,0,60,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
25,0,0,0,38,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
37,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
42,1,0,1887,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
44,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
26,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
54,1,0,0,15,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
38,0,0,0,35,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
30,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
34,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
50,1,0,0,70,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
55,1,4064,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
27,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
38,1,0,0,48,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
58,1,0,0,20,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
28,1,0,0,60,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
32,1,0,0,72,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
35,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
33,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
35,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
44,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
40,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
32,1,0,0,60,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
42,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
25,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
46,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
36,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
41,0,4650,0,55,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
44,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
31,1,0,1902,40,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
45,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
38,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
30,0,0,0,25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
77,1,0,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
30,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
25,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
35,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
38,1,0,0,40,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,1,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22,1,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
17,1,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
27,0,0,0,36,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
31,0,0,0,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
33,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
40,0,0,1741,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
49,1,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
19,1,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
21,0,0,0,47,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,1,0,0,35,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
59,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
49,0,0,1977,40,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
49,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,0,0,0,35,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
35,0,0,0,55,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
49,0,0,0,60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
40,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
50,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
44,1,15024,0,75,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
38,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
56,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
55,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
63,1,0,1408,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18,0,0,0,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
57,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
62,0,0,0,35,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
52,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
30,1,0,0,50,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
63,1,0,0,32,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
39,1,0,0,45,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
34,1,2174,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
32,1,0,0,30,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
24,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
47,1,0,0,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
32,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
43,0,0,0,50,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
38,1,0,0,99,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
62,1,0,1977,60,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
17,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
56,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
55,0,0,1887,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
47,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
26,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
48,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
49,1,0,0,70,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
30,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
36,1,0,0,60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
48,1,0,0,50,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
34,0,0,0,48,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
35,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
53,1,5013,0,35,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
33,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
33,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
26,1,0,0,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
65,1,0,0,35,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
35,0,4386,0,35,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
33,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
48,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
30,1,0,0,50,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
36,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
38,1,0,0,60,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
43,0,0,0,35,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
45,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
25,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
18,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
43,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
37,0,0,0,45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
37,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
33,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
28,1,3908,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
20,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
35,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
59,1,0,0,70,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
17,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
38,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
18,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
26,1,0,0,44,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
48,1,0,0,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
47,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
21,1,0,0,70,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
58,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
30,0,0,0,40,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
49,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
34,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
34,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
26,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
36,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
63,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
39,1,4386,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
52,1,15024,0,55,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
29,1,0,0,55,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
41,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
30,0,0,0,35,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
47,0,0,0,37,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
56,0,0,0,21,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
36,1,0,0,53,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
23,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
49,1,0,1672,44,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
21,1,0,0,22,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
40,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
38,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
45,0,0,0,24,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
34,1,0,0,72,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
38,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
43,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
39,1,0,2415,99,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
28,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
40,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
21,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
60,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
21,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
40,1,7298,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
25,1,0,1579,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
25,1,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
35,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
26,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
57,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19,1,0,0,35,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
58,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
36,1,2463,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
25,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
50,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
61,1,15024,0,18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
31,1,0,0,45,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
29,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45,1,0,0,60,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
62,0,0,0,38,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
18,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
58,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
67,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
45,0,0,0,50,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
32,1,0,0,50,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
33,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
45,0,0,1902,35,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
37,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20,1,0,0,23,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
31,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
39,1,0,2258,42,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
34,1,0,1590,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
19,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
66,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
19,0,0,0,35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
19,0,0,2001,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
35,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
58,1,0,0,45,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
27,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
31,0,0,0,50,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
35,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
52,1,0,0,60,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
29,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
29,0,0,0,41,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
48,0,0,0,44,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
50,1,7298,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
28,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
25,1,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
40,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
31,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
26,1,0,0,60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
21,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
29,0,0,0,35,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
44,0,0,1669,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
41,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
32,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
43,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
38,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
31,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
62,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
23,1,0,0,25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
52,1,0,0,60,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
41,0,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
27,0,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
44,0,0,0,35,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
